ID,Label,Con_Name
3766,eta Leo,CON Ruelle Leo
3767,alf Leo,CON Ruelle Leo
3768,tet Leo,CON Ruelle Leo
3769,del Leo,CON Ruelle Leo
3770,bet Leo,CON Ruelle Leo
3771,93 Leo,CON Ruelle Leo
3772,iot Leo,CON Ruelle Leo
3773,tau Leo,CON Ruelle Leo
3774,ups Leo,CON Ruelle Leo
3775,phi Leo,CON Ruelle Leo
3776,rho Leo,CON Ruelle Leo
3777,pi. Leo,CON Ruelle Leo
3778,omi Leo,CON Ruelle Leo
3779,ksi Leo,CON Ruelle Leo
3780,pi. Hya,CON Ruelle Hya
3781,gam Hya,CON Ruelle Hya
3782,bet Hya,CON Ruelle Hya
3783,ksi Hya,CON Ruelle Hya
3784,mu. Hya,CON Ruelle Hya
3785,nu. Hya,CON Ruelle Hya
3786,lam Hya,CON Ruelle Hya
3787,alf Hya,CON Ruelle Hya
3788,iot Hya,CON Ruelle Hya
3789,tet Hya,CON Ruelle Hya
3790,eta Hya,CON Ruelle Hya
3791,del Hya,CON Ruelle Hya
3792,eps Hya,CON Ruelle Hya
3793,zet Hya,CON Ruelle Hya
3794,HD  66141,CON Ruelle Hya
3795,alf Car,CON Ruelle CarPupVel
3796,del Vel,CON Ruelle CarPupVel
3797,eps Car,CON Ruelle CarPupVel
3798,iot Car,CON Ruelle CarPupVel
3799,kap Vel,CON Ruelle CarPupVel
3800,ups Car A,CON Ruelle CarPupVel
3801,bet Car,CON Ruelle CarPupVel
3802,ome Car,CON Ruelle CarPupVel
3803,tet Car,CON Ruelle CarPupVel
3804,p Car,CON Ruelle CarPupVel
3805,w Car,CON Ruelle CarPupVel
3806,mu. Vel,CON Ruelle CarPupVel
3807,lam Vel,CON Ruelle CarPupVel
3808,gam02 Vel,CON Ruelle CarPupVel
3809,zet Pup,CON Ruelle CarPupVel
3810,pi. Pup,CON Ruelle CarPupVel
3811,sig Pup,CON Ruelle CarPupVel
3812,a Pup,CON Ruelle CarPupVel
3813,nu. Pup,CON Ruelle CarPupVel
3814,tau Pup,CON Ruelle CarPupVel
3815,rho Pup,CON Ruelle CarPupVel
3816,j Pup,CON Ruelle CarPupVel
3817,ksi Pup,CON Ruelle CarPupVel
3818,omi Pup,CON Ruelle CarPupVel
3819,16 Pup,CON Ruelle CarPupVel
3820,HD  65810,CON Ruelle CarPupVel
3821,30 Psc,CON Ruelle Cet
3822,iot Cet,CON Ruelle Cet
3823,bet Cet,CON Ruelle Cet
3824,eta Cet,CON Ruelle Cet
3825,tet Cet,CON Ruelle Cet
3826,zet Cet,CON Ruelle Cet
3827,omi Cet,CON Ruelle Cet
3828,eps Cet,CON Ruelle Cet
3829,tau Cet,CON Ruelle Cet
3830,ups Cet,CON Ruelle Cet
3831,sig Cet,CON Ruelle Cet
3832,rho Cet,CON Ruelle Cet
3833,pi. Cet,CON Ruelle Cet
3834,del Cet,CON Ruelle Cet
3835,gam Cet,CON Ruelle Cet
3836,alf Cet,CON Ruelle Cet
3837,kap01 Cet,CON Ruelle Cet
3838,lam Cet,CON Ruelle Cet
3839,mu. Cet,CON Ruelle Cet
3840,15 Mon,CON Ruelle Mon
3841,13 Mon,CON Ruelle Mon
3842,18 Mon,CON Ruelle Mon
3843,bet Mon,CON Ruelle Mon
3844,alf Mon,CON Ruelle Mon
3845,bet Eri,CON Ruelle Eri
3846,nu. Eri,CON Ruelle Eri
3847,ksi Eri,CON Ruelle Eri
3848,omi01 Eri,CON Ruelle Eri
3849,gam Eri,CON Ruelle Eri
3850,pi. Eri,CON Ruelle Eri
3851,del Eri,CON Ruelle Eri
3852,eps Eri,CON Ruelle Eri
3853,zet Eri,CON Ruelle Eri
3854,rho03 Eri,CON Ruelle Eri
3855,eta Eri,CON Ruelle Eri
3856,tau01 Eri,CON Ruelle Eri
3857,tau02 Eri,CON Ruelle Eri
3858,l Eri,CON Ruelle Eri
3859,54 Eri,CON Ruelle Eri
3860,ups02 Eri,CON Ruelle Eri
3861,d Eri,CON Ruelle Eri
3862,ups04 Eri,CON Ruelle Eri
3863,tau06 Eri,CON Ruelle Eri
3864,tau05 Eri,CON Ruelle Eri
3865,tau04 Eri,CON Ruelle Eri
3866,tau03 Eri,CON Ruelle Eri
3867,tet01 Eri,CON Ruelle Eri
3868,chi Eri,CON Ruelle Eri
3869,alf Eri,CON Ruelle Eri
3870,bet Eri,CON Ruelle Eri_eq
3871,mu. Eri,CON Ruelle Eri_eq
3872,nu. Eri,CON Ruelle Eri_eq
3873,47 Eri,CON Ruelle Eri_eq
3874,ksi Eri,CON Ruelle Eri_eq
3875,omi02 Eri,CON Ruelle Eri_eq
3876,gam Eri,CON Ruelle Eri_eq
3877,omi01 Eri,CON Ruelle Eri_eq
3878,pi. Eri,CON Ruelle Eri_eq
3879,del Eri,CON Ruelle Eri_eq
3880,eps Eri,CON Ruelle Eri_eq
3881,zet Eri,CON Ruelle Eri_eq
3882,rho03 Eri,CON Ruelle Eri_eq
3883,eta Eri,CON Ruelle Eri_eq
3884,l Eri,CON Ruelle Eri_eq
3885,54 Eri,CON Ruelle Eri_eq
3886,ups02 Eri,CON Ruelle Eri_eq
3887,ups01 Eri,CON Ruelle Eri_eq
3888,tau06 Eri,CON Ruelle Eri_eq
3889,tau05 Eri,CON Ruelle Eri_eq
3890,tau04 Eri,CON Ruelle Eri_eq
3891,alf For,CON Ruelle Eri_eq
3892,tau03 Eri,CON Ruelle Eri_eq
3893,tau02 Eri,CON Ruelle Eri_eq
3894,tau01 Eri,CON Ruelle Eri_eq
3895,alf Vir,CON Ruelle Vir
3896,tet Vir,CON Ruelle Vir
3897,gam Vir,CON Ruelle Vir
3898,eta Vir,CON Ruelle Vir
3899,bet Vir,CON Ruelle Vir
3900,c Vir,CON Ruelle Vir
3901,eps Vir,CON Ruelle Vir
3902,del Vir,CON Ruelle Vir
3903,zet Vir,CON Ruelle Vir
3904,109 Vir,CON Ruelle Vir
3905,phi Vir,CON Ruelle Vir
3906,iot Vir,CON Ruelle Vir
3907,kap Vir,CON Ruelle Vir
3908,lam Vir,CON Ruelle Vir
3909,i Vir,CON Ruelle Vir
3910,mu. Vir,CON Ruelle Vir
3911,alf Oph,CON Ruelle Oph
3912,alf Ser,CON Ruelle Oph
3913,eps Ser,CON Ruelle Oph
3914,del Oph,CON Ruelle Oph
3915,eps Oph,CON Ruelle Oph
3916,zet Oph,CON Ruelle Oph
3917,eta Oph,CON Ruelle Oph
3918,tet Oph,CON Ruelle Oph
3919,eta Ser,CON Ruelle Oph
3920,zet Ser,CON Ruelle Oph
3921,tet01 Ser,CON Ruelle Oph
3922,gam Oph,CON Ruelle Oph
3923,bet Oph,CON Ruelle Oph
3924,sig Oph,CON Ruelle Oph
3925,kap Oph,CON Ruelle Oph
3926,iot Oph,CON Ruelle Oph
3927,gam Ser,CON Ruelle Oph
3928,mu. Ser,CON Ruelle Oph
3929,psi Sco,CON Ruelle Oph
3930,HD 155078,CON Ruelle Oph
3931,nu. Ser,CON Ruelle Oph
3932,ksi Ser,CON Ruelle Oph
3933,alf Dor,CON Ruelle Dor
3934,bet Dor,CON Ruelle Dor
3935,bet Mus,CON Ruelle Mus
3936,alf Mus,CON Ruelle Mus
3937,gam Mus,CON Ruelle Mus
3938,del Mus,CON Ruelle Mus
3939,alf01 Cru,CON Ruelle Cru
3940,gam Cru,CON Ruelle Cru
3941,bet Cru,CON Ruelle Cru
3942,del Cru,CON Ruelle Cru
3943,alf TrA,CON Ruelle TrA
3944,bet TrA,CON Ruelle TrA
3945,gam TrA,CON Ruelle TrA
3946,alf Lup,CON Ruelle Lup
3947,bet Lup,CON Ruelle Lup
3948,gam Lup,CON Ruelle Lup
3949,eps Lup,CON Ruelle Lup
3950,alf Ara,CON Ruelle Ara
3951,bet Ara,CON Ruelle Ara
3952,gam Ara,CON Ruelle Ara
3953,del Ara,CON Ruelle Ara
3954,zet Ara,CON Ruelle Ara
3955,eps01 Ara,CON Ruelle Ara
3956,eta Pav,CON Ruelle Ara
3957,alf Pav,CON Ruelle Pav
3958,del Pav,CON Ruelle Pav
3959,bet Pav,CON Ruelle Pav
3960,gam Pav,CON Ruelle Pav
3961,eps Pav,CON Ruelle Pav
3962,alf Ind,CON Ruelle Ind
3963,bet Ind,CON Ruelle Ind
3964,alf Gru,CON Ruelle Gru
3965,bet Gru,CON Ruelle Gru
3966,gam Gru,CON Ruelle Gru
3967,alf Tuc,CON Ruelle Tuc
3968,gam Tuc,CON Ruelle Tuc
3969,eta Tuc,CON Ruelle Tuc
3970,zet Tuc,CON Ruelle Tuc
3971,bet01 Tuc,CON Ruelle Tuc
3972,bet Phe,CON Ruelle Phe
3973,gam Phe,CON Ruelle Phe
3974,del Phe,CON Ruelle Phe
3975,alf Phe,CON Ruelle Phe
3976,eps Phe,CON Ruelle Phe
3977,bet Hyi,CON Ruelle Hyi
3978,gam Hyi,CON Ruelle Hyi
3979,alf Hyi,CON Ruelle Hyi
3980,alf Ret,CON Ruelle Ret
3981,bet Ret,CON Ruelle Ret
3982,iot UMa,CON Sahtuotine 001
3983,kap UMa,CON Sahtuotine 001
3984,10 UMa,CON Sahtuotine 001
3985,HD  77912,CON Sahtuotine 001
3986,38 Lyn,CON Sahtuotine 001
3987,alf Lyn,CON Sahtuotine 001
3988,mu. Leo,CON Sahtuotine 001
3989,eps Leo,CON Sahtuotine 001
3990,psi UMa,CON Sahtuotine 001
3991,chi UMa,CON Sahtuotine 001
3992,5 CVn,CON Sahtuotine 001
3993,zet01 UMa,CON Sahtuotine 001
3994,eta UMa,CON Sahtuotine 001
3995,eps UMa,CON Sahtuotine 001
3996,del UMa,CON Sahtuotine 001
3997,alf UMa,CON Sahtuotine 001
3998,bet UMa,CON Sahtuotine 001
3999,gam UMa,CON Sahtuotine 001
4000,37 LMi,CON Sahtuotine 001
4001,zet Leo,CON Sahtuotine 001
4002,gam01 Leo,CON Sahtuotine 001
4003,eta Leo,CON Sahtuotine 001
4004,alf Leo,CON Sahtuotine 001
4005,omi Leo,CON Sahtuotine 001
4006,nu. UMa,CON Sahtuotine 001
4007,ksi UMa,CON Sahtuotine 001
4008,72 Leo,CON Sahtuotine 001
4009,del Leo,CON Sahtuotine 001
4010,tet Leo,CON Sahtuotine 001
4011,bet Leo,CON Sahtuotine 001
4012,21 LMi,CON Sahtuotine 001
4013,HD  82741,CON Sahtuotine 001
4014,tet UMa,CON Sahtuotine 001
4015,phi UMa,CON Sahtuotine 001
4016,ups UMa,CON Sahtuotine 001
4017,h UMa,CON Sahtuotine 001
4018,tau UMa,CON Sahtuotine 001
4019,pi.02 UMa,CON Sahtuotine 001
4020,omi UMa,CON Sahtuotine 001
4021,f UMa,CON Sahtuotine 001
4022,36 UMa,CON Sahtuotine 001
4023,lam UMa,CON Sahtuotine 001
4024,alf Ori,CON Tewa 001
4025,zet Ori,CON Tewa 001
4026,kap Ori,CON Tewa 001
4027,eps Ori,CON Tewa 001
4028,del Ori,CON Tewa 001
4029,gam Ori,CON Tewa 001
4030,eta Ori,CON Tewa 001
4031,bet Ori,CON Tewa 001
4032,32 Ori,CON Tewa 001
4033,lam Ori,CON Tewa 001
4034,ups Ori,CON Tewa 001
4035,iot Ori,CON Tewa 001
4036,sig Ori,CON Tewa 001
4037,alf Gem,CON Tewa 002
4038,bet Gem,CON Tewa 002
4039,iot Cnc,CON Tewa 003
4040,gam Cnc,CON Tewa 003
4041,zet02 Cnc,CON Tewa 003
4042,bet Cnc,CON Tewa 003
4043,del Cnc,CON Tewa 003
4044,alf Cnc,CON Tewa 003
4045,alf Leo,CON Tewa 004
4046,bet Leo,CON Tewa 004
4047,gam01 Leo,CON Tewa 004
4048,eta UMa,CON Tewa 006
4049,zet01 UMa,CON Tewa 006
4050,eps UMa,CON Tewa 006
4051,del UMa,CON Tewa 006
4052,alf UMa,CON Tewa 006
4053,bet UMa,CON Tewa 006
4054,gam UMa,CON Tewa 006
4055,del Ori,CON Tewa 007
4056,eps Ori,CON Tewa 007
4057,zet Ori,CON Tewa 007
4058,zet UMi,CON Tewa 009
4059,eta UMi,CON Tewa 009
4060,gam UMi,CON Tewa 009
4061,bet UMi,CON Tewa 009
4062,eps Del,CON Tewa 010
4063,bet Del,CON Tewa 010
4064,alf Del,CON Tewa 010
4065,gam02 Del,CON Tewa 010
4066,del Del,CON Tewa 010
4067,tet CrB,CON Tewa 011
4068,bet CrB,CON Tewa 011
4069,alf CrB,CON Tewa 011
4070,gam CrB A,CON Tewa 011
4071,del CrB,CON Tewa 011
4072,eps CrB,CON Tewa 011
4073,iot CrB,CON Tewa 011
4074,alf Cyg,CON Tewa 012
4075,gam Cyg,CON Tewa 012
4076,eps Cyg,CON Tewa 012
4077,eta Cyg,CON Tewa 012
4078,del Cyg,CON Tewa 012
4079,alf Ori,CON Thai 001
4080,kap Ori,CON Thai 001
4081,bet Ori,CON Thai 001
4082,gam Ori,CON Thai 001
4083,lam Ori,CON Thai 001
4084,del Ori,CON Thai 002
4085,eps Ori,CON Thai 002
4086,zet Ori,CON Thai 002
4087,iot Ori,CON Thai 002
4088,tet01 Ori C,CON Thai 002
4089,c Ori,CON Thai 002
4090,alf Tau,CON Thai 003
4091,tet02 Tau,CON Thai 003
4092,gam Tau,CON Thai 003
4093,del Tau,CON Thai 003
4094,del03 Tau,CON Thai 003
4095,eps Tau,CON Thai 003
4096,alf Gem,CON Thai 004
4097,bet Gem,CON Thai 004
4098,gam Gem,CON Thai 004
4099,mu. Gem,CON Thai 004
4100,eps Cas,CON Thai 005
4101,del Cas,CON Thai 005
4102,gam Cas,CON Thai 005
4103,alf Cas,CON Thai 005
4104,bet Cas,CON Thai 005
4105,alf Gem,CON Thai 006
4106,bet Gem,CON Thai 006
4107,alf CMi,CON Thai 006
4108,alf CMa,CON Thai 006
4109,eta UMa,CON Thai 007
4110,zet01 UMa,CON Thai 007
4111,eps UMa,CON Thai 007
4112,del UMa,CON Thai 007
4113,alf UMa,CON Thai 007
4114,bet UMa,CON Thai 007
4115,gam UMa,CON Thai 007
4116,alf Cen A,CON Thai 008
4117,bet Cen,CON Thai 008
4118,bet Cru,CON Thai 008
4119,alf01 Cru,CON Thai 008
4120,del Cru,CON Thai 008
4121,gam Cru,CON Thai 008
4122,alf Peg,CON Thai 009
4123,bet Peg,CON Thai 009
4124,alf And,CON Thai 009
4125,gam Peg,CON Thai 009
4126,del Ori,CON Toba 002
4127,eps Ori,CON Toba 002
4128,zet Ori,CON Toba 002
4129,kap Ori,CON Toba 002
4130,alf Ori,CON Toba 002
4131,gam Ori,CON Toba 002
4132,bet Ori,CON Toba 002
4133,gam Cru,CON Toba 003
4134,del Cru,CON Toba 003
4135,alf Cen A,CON Toba 006
4136,bet Cen,CON Toba 006
4137,bet Cru,CON Toba 006
4138,alf01 Cru,CON Toba 006
4139,del UMa,CON Tutchone 001
4140,lam Dra,CON Tutchone 001
4141,alf UMa,CON Tutchone 001
4142,bet UMa,CON Tutchone 001
4143,gam UMa,CON Tutchone 001
4144,eps UMa,CON Tutchone 001
4145,zet01 UMa,CON Tutchone 001
4146,eta UMa,CON Tutchone 001
4147,alf01 Cru,CON Tzotzil 001
4148,gam Cru,CON Tzotzil 001
4149,bet Cru,CON Tzotzil 001
4150,del Cru,CON Tzotzil 001
4151,del Ori,CON Tzotzil 002
4152,eps Ori,CON Tzotzil 002
4153,zet Ori,CON Tzotzil 002
4154,eps Boo,CON Tzotzil 003
4155,gam Boo,CON Tzotzil 003
4156,eta UMa,CON Tzotzil 003
4157,zet01 UMa,CON Tzotzil 003
4158,eps UMa,CON Tzotzil 003
4159,del UMa,CON Tzotzil 003
4160,gam UMa,CON Tzotzil 003
4161,psi UMa,CON Tzotzil 003
4162,gam01 Leo,CON Tzotzil 003
4163,alf Leo,CON Tzotzil 003
4164,iot Ori,CON Tzotzil 004
4165,tet01 Ori C,CON Tzotzil 004
4166,c Ori,CON Tzotzil 004
4167,gam TrA,CON Tzotzil 005
4168,alf Cir,CON Tzotzil 005
4169,alf Cen A,CON Tzotzil 005
4170,bet Cen,CON Tzotzil 005
4171,del Vel,CON Tzotzil 006
4172,iot Car,CON Tzotzil 006
4173,kap Vel,CON Tzotzil 006
4174,eps Car,CON Tzotzil 006
4175,bet Lup,CON Tzotzil 007
4176,pi. Lup,CON Tzotzil 007
4177,zet Lup,CON Tzotzil 007
4178,alf Lup,CON Tzotzil 007
4179,eps Lup,CON Tzotzil 007
4180,gam TrA,CON Tzotzil 008
4181,alf Cir,CON Tzotzil 008
4182,bet Cen,CON Tzotzil 008
4183,eps Cen,CON Tzotzil 008
4184,gam Cen,CON Tzotzil 008
4185,del Cen,CON Tzotzil 008
4186,pi. Cen,CON Tzotzil 008
4187,eta Car,CON Tzotzil 008
4188,tet Car,CON Tzotzil 008
4189,ome Car,CON Tzotzil 008
4190,lam Sco,CON Tzotzil 009
4191,kap Sco,CON Tzotzil 009
4192,iot01 Sco,CON Tzotzil 009
4193,tet Sco,CON Tzotzil 009
4194,eta Sco,CON Tzotzil 009
4195,zet01 Sco,CON Tzotzil 009
4196,mu.01 Sco,CON Tzotzil 009
4197,eps Sco,CON Tzotzil 009
4198,tau Sco,CON Tzotzil 009
4199,alf Sco,CON Tzotzil 009
4200,del Sco,CON Tzotzil 009
4201,pi. Sco,CON Tzotzil 009
4202,bet01 Sco,CON Tzotzil 009
4203,alf01 Cru,CON Wichi 002
4204,bet Cru,CON Wichi 002
4205,gam Cru,CON Wichi 002
4206,del Cru,CON Wichi 002
4207,kap Sco,CON Wichi 003
4208,tet Sco,CON Wichi 003
4209,alf Ara,CON Wichi 003
4210,iot01 Sco,CON Wichi 003
4211,lam Sco,CON Wichi 003
4212,ups Sco,CON Wichi 003
4213,G Sco,CON Wichi 003
4214,eta Tau,CON Wichi 005
4215,eps Tau,CON Wichi 005
4216,alf Tau,CON Wichi 005
4217,tet02 Tau,CON Wichi 005
4218,gam Tau,CON Wichi 005
4219,del Tau,CON Wichi 005
4220,del03 Tau,CON Wichi 005
4221,gam Ori,CON Wichi 005
4222,del Ori,CON Wichi 005
4223,eps Ori,CON Wichi 005
4224,zet Ori,CON Wichi 005
4225,ups UMa,CON Yellowknives 001
4226,g UMa,CON Yellowknives 001
4227,eta UMa,CON Yellowknives 001
4228,zet01 UMa,CON Yellowknives 001
4229,eps UMa,CON Yellowknives 001
4230,del UMa,CON Yellowknives 001
4231,alf UMa,CON Yellowknives 001
4232,bet UMa,CON Yellowknives 001
4233,gam UMa,CON Yellowknives 001
4234,h UMa,CON Yellowknives 001
4235,tau UMa,CON Yellowknives 001
4236,omi UMa,CON Yellowknives 001
4237,tet UMa,CON Yellowknives 001
4238,iot UMa,CON Yellowknives 001
4239,kap UMa,CON Yellowknives 001
4240,bet Boo,CON Yellowknives 001
4241,alf CrB,CON Yellowknives 001
4242,gam Boo,CON Yellowknives 001
4243,eps Boo,CON Yellowknives 001
4244,tet Boo,CON Yellowknives 001
4245,eta UMa,CON Yellowknives 002
4246,zet01 UMa,CON Yellowknives 002
4247,eps UMa,CON Yellowknives 002
4248,del UMa,CON Yellowknives 002
4249,alf UMa,CON Yellowknives 002
4250,bet UMa,CON Yellowknives 002
4251,gam UMa,CON Yellowknives 002
4252,h UMa,CON Yellowknives 002
4253,omi UMa,CON Yellowknives 002
4254,psi UMa,CON Yellowknives 002
4255,chi UMa,CON Yellowknives 002
4256,nu. UMa,CON Yellowknives 002
4257,ksi UMa,CON Yellowknives 002
4258,72 Leo,CON Yellowknives 002
4259,del Leo,CON Yellowknives 002
4260,tet Leo,CON Yellowknives 002
4261,iot Leo,CON Yellowknives 002
4262,46 LMi,CON Yellowknives 002
4263,zet Leo,CON Yellowknives 002
4264,gam01 Leo,CON Yellowknives 002
4265,eta Leo,CON Yellowknives 002
4266,alf Leo,CON Yellowknives 002
4267,eps Cas,CON Yellowknives 003
4268,del Cas,CON Yellowknives 003
4269,gam Cas,CON Yellowknives 003
4270,alf Cas,CON Yellowknives 003
4271,bet Cas,CON Yellowknives 003
4272,eta Cas,CON Yellowknives 003
4273,eta UMa,CON Zuni 001
4274,zet01 UMa,CON Zuni 001
4275,eps UMa,CON Zuni 001
4276,del UMa,CON Zuni 001
4277,gam UMa,CON Zuni 001
4278,bet UMa,CON Zuni 001
4279,alf UMa,CON Zuni 001
4280,eps Cas,CON Zuni 002
4281,del Cas,CON Zuni 002
4282,gam Cas,CON Zuni 002
4283,eta Cas,CON Zuni 002
4284,alf Cas,CON Zuni 002
4285,bet Cas,CON Zuni 002
4286,alf UMi,CON Zuni 003
4287,del UMi,CON Zuni 003
4288,eps UMi,CON Zuni 003
4289,zet UMi,CON Zuni 003
4290,eta UMi,CON Zuni 003
4291,gam UMi,CON Zuni 003
4292,bet UMi,CON Zuni 003
4293,eps Del,CON Zuni 004
4294,bet Del,CON Zuni 004
4295,alf Del,CON Zuni 004
4296,gam02 Del,CON Zuni 004
4297,del Del,CON Zuni 004
4298,tet CrB,CON Zuni 005
4299,bet CrB,CON Zuni 005
4300,alf CrB,CON Zuni 005
4301,gam CrB A,CON Zuni 005
4302,del CrB,CON Zuni 005
4303,eps CrB,CON Zuni 005
4304,iot CrB,CON Zuni 005
4305,alf And,CON Zuni 006
4306,bet Peg,CON Zuni 006
4307,alf Peg,CON Zuni 006
4308,gam Peg,CON Zuni 006
4309,alf Cyg,CON Zuni 007
4310,gam Cyg,CON Zuni 007
4311,bet Cyg A,CON Zuni 007
4312,alf Lyr,CON Zuni 007
4313,del Cyg,CON Zuni 007
4314,alf Boo,CON Zuni 008
4315,alf Vir,CON Zuni 008
4316,alf Sco,CON Zuni 008
4317,zet Ori,CON Zuni 009
4318,eps Ori,CON Zuni 009
4319,del Ori,CON Zuni 009
